id,type,active,is_company,employee,company_id/id,company_type,lastname,firstname,parent_id/id,street,street2,zip,city,state_id,country_id,website,function,phone,mobile,fax,email,title,lang,category_id,comment,customer,user_id,notify_email,opt_out,property_product_pricelist,supplier,property_purchase_currency_id/id,ref,property_payment_term_id,trust,property_supplier_payment_term_id,property_account_position_id,property_account_receivable_id,property_account_payable_id
__demo__.res_partner_44306710,Contact,True,True,False,base.main_company,Company,Anzeiger Langenthal und Umgebung,,,Bahnhofstrasse 39,,4901,Langenthal,,Switzerland,www.anzeigerlangenthal.ch,,062 922 65 55,,062 922 93 27,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306711,Contact,True,True,False,base.main_company,Company,Neues Bülacher Tagblatt,,,Bahnhofstrasse 44,,8180,Bülach,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306712,Contact,True,True,False,base.main_company,Company,Girsberger Informatik AG,,,Bahnhofstrasse 53,,6440,Brunnen,,Switzerland,,,041 822 00 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306713,Contact,True,True,False,base.main_company,Company,Der Unter-Emmentaler,,,Bahnhofstrasse 9,,4950,Huttwil,,Switzerland,,,062 959 80 70,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306714,Contact,True,True,False,base.main_company,Company,Druckerei Schürch AG,,,Bahnhofstrasse 9,,4950,Huttwil,,Switzerland,,,062 959 80 70,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306715,Contact,True,True,False,base.main_company,Company,Tiefbauamt des Kt. Schwyz,,,Bahnhofstrasse 9,,6480,Schwyz,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306716,Contact,True,True,False,base.main_company,Company,Eichenberger Beratung & Unterstützung AG,,,Bälliz 10,,3600,Thun,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306717,Contact,True,True,False,base.main_company,Company,Swisspower Renewables AG,,,Bändliweg 20Postfach,,8048,Zürich,,Switzerland,www.swisspower.ch,,044 253 82 11,,044 253 82 31,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306718,Contact,True,True,False,base.main_company,Company,Fondation Beyeler,,,Baselstrasse 101,,4125,Riehen,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306719,Contact,True,True,False,base.main_company,Company,Gemeindeverwaltung Uitikon,,,Bauamt,,8142,Uitikon,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306720,Contact,True,True,False,base.main_company,Company,"Gossweiler Media, Jungfrauzeitung",,,beim Bahnhof,,3855,Brienz,,Switzerland,,,033 952 13 33,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306721,Contact,True,True,False,base.main_company,Company,Jordi das Medienhaus,,,Belpbergstrasse 15,,3123,Belp,,Switzerland,,,031 818 01 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306722,Contact,True,True,False,base.main_company,Company,Gerber Rolf AG,,,Berchtoldstrasse 37,,3012,Bern,,Switzerland,www.rolfgerber.ch,,031 307 76 76,,031 302 74 62,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306723,Contact,True,True,False,base.main_company,Company,Gemeinde Zollikon,,,Bergstrasse 20Postfach 280,,8702,Zollikon,,Switzerland,,,044 395 34 21,,044 395 38 40,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306724,Contact,True,True,False,base.main_company,Company,Der Murtenbieter,,,Bernstrasse 15,,3280,Murten,,Switzerland,,,026 672 97 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306725,Contact,True,True,False,base.main_company,Company,Seewer Treuhand AG,,,Bernstrasse 18Postfach 221,,2555,Brügg,,Switzerland,www.seewer-treuhand.ch,,032 366 00 44,,032 366 00 45,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306726,Contact,True,True,False,base.main_company,Company,Gemeinde Ostermundigen,,,Bernstrasse 65d,,3072,Ostermundigen,,Switzerland,,,031 931 49 47,,031 931 50 47,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306727,Contact,True,True,False,base.main_company,Company,ILK Dresden,,,Bertolt-Brecht-Allee 20,,1309,Dresden,,Germany,,,0049 351 408 17 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306728,Contact,True,True,False,base.main_company,Company,Druckerei Läderach AG,,,Beundenfeldstrasse 17,,3000,Bern 25,,Switzerland,www.laedera.ch,,031 331 61 26,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306730,Contact,True,True,False,base.main_company,Company,INFRAS,,,Binzstrasse 23Postfach,,8045,Zürich,,Switzerland,,,044 205 95 95,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306731,Contact,True,True,False,base.main_company,Company,GeoWerkstatt GmbH,,,Bleichmattstrasse 2,,5000,Aarau,,Switzerland,,,062 832 63 63,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306732,Contact,True,True,False,base.main_company,Company,"armasuisse Immobilien, Kompetenzzentrum Energie, Luft & Lärm",,,Blumenbergstrasse 39,,3003,Bern,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306733,Contact,True,True,False,base.main_company,Company,International Mountaineering,,,Bodenstrasse 5,,3715,Adelboden,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306734,Contact,True,True,False,base.main_company,Company,Büro Dr. R. Meier,,,Bolligenstrasse 14b,,3006,Bern,,Switzerland,,,031 333 24 69,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306735,Contact,True,True,False,base.main_company,Company,aR solutions GmbH,,,Bollstrasse 61Postfach 5,,3076,Worb,,Switzerland,,,031 357 50 80,,031 357 50 81,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306736,Contact,True,True,False,base.main_company,Company,Schweizerische Bundesbahnen SBB,,,Bollwerk 10,,3000,Bern,,Switzerland,www.sbb.ch,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306737,Contact,True,True,False,base.main_company,Company,WWF Regionalstelle Bern,,,Bollwerk 35,,3011,Bern,,Switzerland,www.wwf-be.ch,,031 312 15 79,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306738,Contact,True,True,False,base.main_company,Company,GWU Umwelttechnik,,,Bonner Ring 9,,50374,Erftstadt,,Germany,,,+49 2235 95522 0,,+49 2235 95522 99,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306739,Contact,True,True,False,base.main_company,Company,PSI Aktiengesellschaft für Produkte und Systeme der Informationstechnologie,,,Boschweg 6,,63741,Aschaffenburg,,Germany,www.psienergy.de,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306740,Contact,True,True,False,base.main_company,Company,Hochschule für Technik und Architektur Freiburg,,,Boulevard de Pérolles 80 CP 32,,1705,Freiburg,,Switzerland,,,026 429 66 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306741,Contact,True,True,False,base.main_company,Company,Ecole des Mines de Paris,,,BP 207,,6904,Sophia Antipolis cedex,,France,,,0033 493 95 74 49,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306742,Contact,True,True,False,base.main_company,Company,Amt für Raumplanung des Kt. Nidwalden,,,Breitenhaus,,6350,Stans,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306743,Contact,True,True,False,base.main_company,Company,Gemeinde Birmensdorf,,,Breitestrasse 2,,8903,Birmensdorf,,Switzerland,,,044 737 24 63,,044 737 24 07,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306744,Contact,True,True,False,base.main_company,Company,Gymnasium Neufeld,,,Bremgartenstrasse 133,,3012,Bern,,Switzerland,,,031 300 27 52,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306745,Contact,True,True,False,base.main_company,Company,Satz+Druck Herrmann AG Langnau,,,Brennerstr. 7,,3550,Langnau,,Switzerland,,,034 409 40 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306746,Contact,True,True,False,base.main_company,Company,Dorfmann Ingenieure,,,Brennerstrasse 17a,,39040,Vahrn,,Italy,,,+39 0472 83 57 10,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306747,Contact,True,True,False,base.main_company,Company,ABB Schweiz AG,,,Brown-Boveri-Strasse 6,,5400,Baden,,Switzerland,,,044 306 89 62,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306748,Contact,True,True,False,base.main_company,Company,Archäologischer Dienst des Kt. Bern,,,Brünnenstrasse 66,,3018,Bern,,Switzerland,,,031 633 98 22,,031 633 98 20,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306749,Contact,True,True,False,base.main_company,Company,"Amt für Umweltschutz, Stadtlabor Bern",,,Morgartenstrasse 2a,,3000,Bern 22,,,,,031 321 75 52,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306751,Contact,True,True,False,base.main_company,Company,Salzachwind,,,Brunnhausgasse 5,,5020,Salzburg,,Austria,,,++43 662 80 44 66 13,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306752,Contact,True,True,False,base.main_company,Company,UBS AG,,,Bubenbergplatz 3,,3001,Bern,,Switzerland,,,031 336 21 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306754,Contact,True,True,False,base.main_company,Company,d'Region Burgdorf,,,Buchmattstrasse 11,,3401,Burgdorf,,Switzerland,,,034 420 13 23,,034 420 13 18,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306755,Contact,True,True,False,base.main_company,Company,Haller + Jenzer AG,,,Buchmattstrasse 11,,3401,Burgdorf,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306756,Contact,True,True,False,base.main_company,Company,Solar Campus GmbH Technopark Wetzikon,,,Frohbergstrasse 12c,,8620,Wetzikon,,Switzerland,www.solarcampus.ch,,043 495 21 00,,,,,de_DE,,13002mndll,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306757,Contact,True,True,False,base.main_company,Company,Interwind SA,,,Buchzelgweg 5,,8053,Zürich,,Switzerland,,,044 383 16 27,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306758,Contact,True,True,False,base.main_company,Company,Blowfish AG,,,Bümplizstrasse 101,,3018,Bern,,Switzerland,,,031 922 30 30,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306760,Contact,True,True,False,base.main_company,Company,GO4WEB,,,Bürgenstrasse 21,,6005,Luzern,,Switzerland,www.go4weg.ch,,041 410 84 08,,041 410 84 09,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306761,Contact,True,True,False,base.main_company,Company,LandesEnergieVerein Steiermark,,,Burggasse 9/II,,8010,Graz,,Austria,,,++43 316 877 33 89,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306763,Contact,True,True,False,base.main_company,Company,"AIGUASOL, Sistemes Avançats d'Energia Solar Tèrmica",,,"C/ Palau 4, 2n. 2a.",,8002,Barcelona,,Spain,www.aiguasol.com,,+34 93 342 47 55,,+34 93 342 47 56,,,en_US,,MNDLL,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306764,Contact,True,True,False,base.main_company,Company,Suisse Eole,,,c/o ENCO AG Wattwerkstrasse 1,,4416,Bubendorf,,Switzerland,,,061 965 99 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306765,Contact,True,True,False,base.main_company,Company,RhônEole SA,,,"c/o SEIC SA, Grand Hôtel",,1904,Vernayaz,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306766,Contact,True,True,False,base.main_company,Company,TISO,,,c/o STS Scuola Tecnica Superiore,,6952,Canobbio,,Switzerland,,,091 940 47 78,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306767,Contact,True,True,False,base.main_company,Company,Reklame Siegenthaler AG,,,Cäcilienstrasse 121,,3007,Bern,,Switzerland,,,031 372 33 30,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306768,Contact,True,True,False,base.main_company,Company,Hertz Autovermietung,,,Casinoplatz,,3000,Bern,,Switzerland,,,031 318 21 60,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306769,Contact,True,True,False,base.main_company,Company,Avenis Tradin SA (EOS),,,ch. de Mornex 12Case postale 105,,1003,Lausanne,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306771,Contact,True,True,False,base.main_company,Company,Service de l'environment et de l'énergie,,,Ch. des Boveresses 155,,1066,Epalinges,,Switzerland,,,021 316 43 60,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306773,Contact,True,True,False,base.main_company,Company,Reichenbach Hans AG,,,Chalet Zentrum,,3780,Gstaad,,Switzerland,,,033 744 27 54,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306774,Contact,True,True,False,base.main_company,Company,Caratsch SA,,,Chasa Bröl,,7537,Müstair,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306775,Contact,True,True,False,base.main_company,Company,Société Electrique des Forces de l'Aubonne,,,Chemin de l'Ouriettaz 173,,1170,Aubonne,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306776,Contact,True,True,False,base.main_company,Company,INSER SA,,,Chemin de Maillefer 36,,1052,Le Mont-sur-Lausanne,,Switzerland,www.inser.ch,,021 643 77 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306777,Contact,True,True,False,base.main_company,Company,MicroGIS SA,,,Chemin des Jordils 40,,1025,St.-Sulpice,,Switzerland,www.microgis.ch,,021 691 77 17,,021 691 77 86,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306778,Contact,True,True,False,base.main_company,Company,"Office de l'environnement, ct. du Jura",,,Chemin du Bel'Oiseau 12Case postale 69,,2882,Saint-Ursanne,,Switzerland,,,032 420 48 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306779,Contact,True,True,False,base.main_company,Company,Services Industriels de Genève,,,Chemin du Château-Bloch 2,,1219,Le Lignon,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306780,Contact,True,True,False,base.main_company,Company,Remund + Kuster,,,Churerstrasse 47,,8808,Pfäffikon SZ,,Switzerland,,,055 410 19 60,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306781,Contact,True,True,False,base.main_company,Company,UNISYS Schweiz AG,,,Chutzenstrasse 24Postfach 326,,3000,Bern 14,,Switzerland,,,031 380 37 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306782,Contact,True,True,False,base.main_company,Company,meteoblue,,,Clarastrasse 2,,4058,Basel,,Switzerland,www.meteoblue.ch,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306784,Contact,True,True,False,base.main_company,Company,"NEK Umwelttechnik AG, Zweigniederlassung Zürich",,,Clausiusstrasse 41,,8033,Zürich,,Switzerland,,,044 261 07 07,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306785,Contact,True,True,False,base.main_company,Company,Prona AG,,,Collègegasse 9Postfach 3556,,2500,Biel 3,,Switzerland,,,032 328 88 28,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306786,Contact,True,True,False,base.main_company,Company,Planair SA,,,Crêt 108a,,2314,La Sagne,,Switzerland,,,032 933 88 40,,032 933 88 50,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306788,Contact,True,True,False,base.main_company,Company,Considerate AG,,,Dählenweg 17,,3095,Spiegel b. Bern,,Switzerland,,,031 311 28 17,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306789,Contact,True,True,False,base.main_company,Company,Schweizer Bauer Betriebsgesellschaft,,,Dammweg 9Postfach 795,,3000,Bern 22,,Switzerland,,,031 333 34 44,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306790,Contact,True,True,False,base.main_company,Company,Redaktion Der Bund,,,Dammweg 9Postfach,,3001,Bern 8,,Switzerland,,,031 385 11 11,,031 385 11 12,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306791,Contact,True,True,False,base.main_company,Company,Berner Zeitung BZ,,,Dammweg 9Postfach,,3001,Bern,,Switzerland,,,031 330 31 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306792,Contact,True,True,False,base.main_company,Company,Büchler Grafino AG,,,Dammweg9Postfach 5635,,3001,Bern,,Switzerland,,,031 330 39 39,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306793,Contact,True,True,False,base.main_company,Company,Bern Online,,,Dammweg 9Postfach,,3001,Bern,,Switzerland,,,031 330 31 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306794,Contact,True,True,False,base.main_company,Company,"Büchler Grafino AG, Berner Bär",,,Dammweg9Postfach 5463,,3001,Bern,,Switzerland,,,031 330 35 55,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306795,Contact,True,True,False,base.main_company,Company,inNET Monitoring AG,,,Dätwylerstrasse 15,,6460,Altdorf,,Switzerland,www.innetag.ch,,041 500 50 40,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306796,Contact,True,True,False,base.main_company,Company,Meliorations- und Vermessungsamt des Kt. St. Gallen,,,Davidstrasse 35,,9001,St. Gallen,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306797,Contact,True,True,False,base.main_company,Company,Kipp & Zonen B.V.,,,Delftechpark 36,,2628 XH,Delft,,Netherlands,www.kippzonen.com,,,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306798,Contact,True,True,False,base.main_company,Company,Markus Heggli,,,Denkmalstrasse 2,,6006,Luzern,,Switzerland,,,041 410 38 68,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306799,Contact,True,True,False,base.main_company,Company,MK Consulting GmbH,,,Distelweg 5,,3007,Bern,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306800,Contact,True,True,False,base.main_company,Company,WaterGisWeb AG,,,Donnerbühlweg 41,,3012,Bern,,Switzerland,,,031 305 18 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306801,Contact,True,True,False,base.main_company,Company,Stöckli Kienast & Köppel,,,DorfstrassePostfach,,5430,Wettingen 1,,Switzerland,,,056 427 02 20,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306802,Contact,True,True,False,base.main_company,Company,grindelwaldSPORTS AG / Schweizer Schnee und Bergsportschule,,,Dorfstrasse 103,,3818,Grindelwald,,Switzerland,www.grindelwaldsports.ch,,+41 33 854 12 90,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306803,Contact,True,True,False,base.main_company,Company,Gebäudebewirtschaftung & Energie Treuhand,,,Dorfstrasse 15,,3232,Ins,,Switzerland,,,032 534 04 51,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306804,Contact,True,True,False,base.main_company,Company,Radio neo1,,,Dorfstrasse 29,,3550,Langnau i.E.,,Switzerland,www.neo1.ch,,058 817 17 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306805,Contact,True,True,False,base.main_company,Company,Gemeinde Uetendorf,,,Dorfstrasse 48,,3661,Uetendorf,,Switzerland,,,033 346 40 00,,033 346 40 41,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306806,Contact,True,True,False,base.main_company,Company,IVT Geomatik AG,,,Dorfstrasse 53Postfach,,8105,Regensdorf-Watt,,Switzerland,www.itv.ch,,044 871 21 90,,044 871 21 99,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306807,Contact,True,True,False,base.main_company,Company,OS Technology AG,,,Dorfstrasse 73,,3073,Gümligen,,Switzerland,,,031 951 71 81,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306808,Contact,True,True,False,base.main_company,Company,Meteo Time GmbH,,,Dorfstrasse 73,,3073,Gümligen,,Switzerland,www.meteotime.com,,031 951 02 51,,031 951 21 06,,,de_DE,,Vertrieb Irox,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306809,Contact,True,True,False,base.main_company,Company,AS Engineering AG,,,Dorfstrasse 94,,3534,Signau,,Switzerland,,,031 330 28 28,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306810,Contact,True,True,False,base.main_company,Company,Oekoskop,,,Dornacherstrasse 192,,4053,Basel,,Switzerland,,,061 336 99 44,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306811,Contact,True,True,False,base.main_company,Company,ideja,,,Dornacherstrasse 192,,4018,Basel,,Switzerland,,,++41 (0)61 333 23 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306812,Contact,True,True,False,base.main_company,Company,Förderverein Mad'Eole Schweiz,,,Dornacherstrasse 8,,4603,Olten,,Switzerland,,,+41 62 212 44 03,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306813,Contact,True,True,False,base.main_company,Company,Quickline AG,,,Dr. Schneider-Strasse 16,,2560,Nidau,,Switzerland,www.quickline.ch,,032 559 99 99,,032 559 99 90,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306814,Contact,True,True,False,base.main_company,Company,ENERCON Aurich,,,Dreekamp 5,,26605,Aurich,,Germany,www.enercon.de,,+49 49 41 927 0,,+49  49 41 927 109,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306815,Contact,True,True,False,base.main_company,Company,HDI-Gerling Industrie Versicherung,,,Dufourstrasse 34,,8034,Zürich,,Switzerland,www.hdi-gerling.ch,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306816,Contact,True,True,False,base.main_company,Company,DEWI,,,Eberstrasse 96,,26382,Wilhelmshaven,,Germany,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306817,Contact,True,True,False,base.main_company,Company,W4 Services GmbH,,,Edelweiss-Strasse 6,,5430,Wettingen,,Switzerland,www.w-4.com,,0848 80 70 40,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306820,Contact,True,True,False,base.main_company,Company,TRZ,,,Eisch Warmesberg 1Postfach 627,,9450,Altstätten,,Switzerland,www.trz.li/tech,,,,071 755 81 40,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306821,Contact,True,True,False,base.main_company,Company,keymedias communications,,,Bahnhofstrasse 1,,3600,Thun,,Switzerland,www.keymedias.com,,033 223 26 26,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306822,Contact,True,True,False,base.main_company,Company,ivu Umwelt GmbH,,,Emmy-Noether-Strasse 2,,79110,Freiburg,,Germany,www.ivu-umwelt.de,,+49 761 88 85 120,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306823,Contact,True,True,False,base.main_company,Company,juwi technologies GmbH,,,Energie-Allee 1,,55286,Wörrstadt,,Germany,www.juwi.de,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306824,Contact,True,True,False,base.main_company,Company,Walt + Galmarini AG,,,Englischviertelstrasse 24,,8032,Zürich,,Switzerland,,,044 251 78 51,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306825,Contact,True,True,False,base.main_company,Company,Büro n+1,,,Ensingerstrasse 8,,3006,Bern 16,,Switzerland,,,031 352 68 30,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306826,Contact,True,True,False,base.main_company,Company,Kanton Aargau,,,Entfelderstrasse 22,,5001,Aarau,,Switzerland,www.ag.ch/umwelt,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306827,Contact,True,True,False,base.main_company,Company,"Departement Bau, Verkehr und Umwelt des Kt. Aargau",,,Entfelderstrasse 22,,5001,Aarau,,Switzerland,,,062 835 32 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306828,Contact,True,True,False,base.main_company,Company,GROLIMUND + PARTNER AG,,,ENTFELDERSTRASSE 45,,5000,AARAU,,,WWW.GROLIMUND-PARTNER.CH,,062 836 30 3,,062 836 30 39,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306829,Contact,True,True,False,base.main_company,Company,Estia SA,,,EPFL Innovations Park - Bât. C,,1005,Lausanne,,Switzerland,www.estia.ch,,021 693 83 03,,021 693 86 29,,,de_DE,,13002mndll,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306831,Contact,True,True,False,base.main_company,Company,Bundesamt für Statistik,,,Espace de l'Europe 10,,2010,Neuchâtel,,Switzerland,www.statistik.admin.ch,,031 322 91 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306832,Contact,True,True,False,base.main_company,Company,Capital FM AG,,,Espace Media Radio AGDammweg 9Postfach 7673,,3001,Bern,,Switzerland,,,031 327 11 11,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306834,Contact,True,True,False,base.main_company,Company,ETH Zürich,,,ETH Hönggerberg,,8093,Zürich,,Switzerland,,,044 633 24 89,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306835,Contact,True,True,False,base.main_company,Company,Verbund Renewable Power GmbH,,,Europaplatz 2,,1150,Wien,,Austria,www.verbund.at,,+43  50313 52452,,+ 43 50313 152452,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306836,Contact,True,True,False,base.main_company,Company,Titus Immobilien AG,,,Fabrikstrasse 2,,3012,Bern,,Switzerland,,,031 305 25 20,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306837,Contact,True,True,False,base.main_company,Company,BR-P Broder Partner AG,,,Sägli 9,,9042,Speicher,,Switzerland,,,071 244 56 20,,071 244 56 34,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306838,Contact,True,True,False,base.main_company,Company,Jagd&Natur,,,Feldstrasse 82,,8180,Bülach,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
